2025-02-02 20:30:04,7.27356E-07
2025-02-02 20:30:06,7.27356E-07
2025-02-02 20:30:07,7.27356E-07
2025-02-02 20:30:09,8.32231E-07
2025-02-02 20:30:10,8.32231E-07
2025-02-02 20:30:12,8.32231E-07
2025-02-02 20:30:13,8.26806E-07
2025-02-02 20:30:15,8.26806E-07
2025-02-02 20:30:16,8.26806E-07
2025-02-02 20:30:18,8.48566E-07
2025-02-02 20:30:19,8.48566E-07
2025-02-02 20:30:21,8.48566E-07
2025-02-02 20:30:22,8.48566E-07
2025-02-02 20:30:24,8.48566E-07
2025-02-02 20:30:25,8.48566E-07
2025-02-02 20:30:27,8.48566E-07
2025-02-02 20:30:28,8.61756E-07
2025-02-02 20:30:30,8.61756E-07
2025-02-02 20:30:31,8.61756E-07
2025-02-02 20:30:33,8.61756E-07
2025-02-02 20:30:34,8.61756E-07
2025-02-02 20:30:36,8.61756E-07
2025-02-02 20:30:37,8.61756E-07
2025-02-02 20:30:39,8.61756E-07
2025-02-02 20:30:40,8.75048E-07
2025-02-02 20:30:42,8.75048E-07
2025-02-02 20:30:43,8.75048E-07
2025-02-02 20:30:45,8.61686E-07
2025-02-02 20:30:46,8.61686E-07
2025-02-02 20:30:48,8.61686E-07
2025-02-02 20:30:49,8.61686E-07
2025-02-02 20:30:51,8.61686E-07
2025-02-02 20:30:52,8.61686E-07
2025-02-02 20:30:54,8.61686E-07
2025-02-02 20:30:55,8.61686E-07
2025-02-02 20:30:56,8.61686E-07
2025-02-02 20:30:58,8.61686E-07
2025-02-02 20:30:59,8.61686E-07
2025-02-02 20:31:01,8.61686E-07
2025-02-02 20:31:02,8.61686E-07
2025-02-02 20:31:04,8.61686E-07
2025-02-02 20:31:05,8.61686E-07
2025-02-02 20:31:07,8.61686E-07
2025-02-02 20:31:08,8.61686E-07
2025-02-02 20:31:10,8.61686E-07
2025-02-02 20:31:11,8.61686E-07
2025-02-02 20:31:13,8.61686E-07
2025-02-02 20:31:14,8.61686E-07
2025-02-02 20:31:16,8.61686E-07
2025-02-02 20:31:17,8.61686E-07
2025-02-02 20:31:19,8.61686E-07
2025-02-02 20:31:20,8.61686E-07
2025-02-02 20:31:22,8.61686E-07
2025-02-02 20:31:23,8.61686E-07
2025-02-02 20:31:25,8.61686E-07
2025-02-02 20:31:26,8.61686E-07
2025-02-02 20:31:28,8.61686E-07
2025-02-02 20:31:29,8.61686E-07
2025-02-02 20:31:31,8.61686E-07
2025-02-02 20:31:32,8.61686E-07
2025-02-02 20:31:34,8.61686E-07
2025-02-02 20:31:35,8.61686E-07
2025-02-02 20:31:37,8.61686E-07
2025-02-02 20:31:38,8.61686E-07
2025-02-02 20:31:40,8.61686E-07
2025-02-02 20:31:41,8.61686E-07
2025-02-02 20:31:43,8.61686E-07
2025-02-02 20:31:44,8.61686E-07
2025-02-02 20:31:46,8.61686E-07
2025-02-02 20:31:47,8.61686E-07
2025-02-02 20:31:49,8.61686E-07
2025-02-02 20:31:50,8.61686E-07
2025-02-02 20:31:52,8.4432E-07
2025-02-02 20:31:53,8.4432E-07
2025-02-02 20:31:54,8.4432E-07
2025-02-02 20:31:56,8.4432E-07
2025-02-02 20:31:57,8.4432E-07
2025-02-02 20:31:59,8.37322E-07
2025-02-02 20:32:00,8.37322E-07
2025-02-02 20:32:02,8.37322E-07
2025-02-02 20:32:03,8.37322E-07
2025-02-02 20:32:05,8.37322E-07
2025-02-02 20:32:06,8.69178E-07
2025-02-02 20:32:08,8.69178E-07
2025-02-02 20:32:09,8.69178E-07
2025-02-02 20:32:11,8.69178E-07
2025-02-02 20:32:12,8.69178E-07
2025-02-02 20:32:14,8.69178E-07
2025-02-02 20:32:15,8.69178E-07
2025-02-02 20:32:17,8.69178E-07
2025-02-02 20:32:18,8.69178E-07
2025-02-02 20:32:20,8.69178E-07
2025-02-02 20:32:21,8.69178E-07
2025-02-02 20:32:23,8.69178E-07
2025-02-02 20:32:24,8.69178E-07
2025-02-02 20:32:26,8.69178E-07
2025-02-02 20:32:28,8.69178E-07
2025-02-02 20:32:29,8.69178E-07
